period_date,store_id,region,store_tier,anomaly_profile,beginning_inv_cost,beginning_inv_retail,purchases_cost,purchases_retail,net_sales,promo_markdowns,shrinkage,ending_inv_retail,cost_to_retail_ratio,ending_inv_cost,cogs,gross_margin,gross_margin_pct,markdown_pct_sales,shrink_pct_sales,imu_pct,gmroi_monthly
2025-12-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,480980.62,1167194.42,102148.08,257841.83,429736.38,71953.38,11000.28,912346.21,0.409203,373334.54,209794.16,219942.22,0.5118,0.1674,0.0256,0.6038,0.5149
2026-01-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,373334.54,912346.21,57428.24,143961.94,239936.56,52456.25,6271.18,757644.16,0.4078,308967.52,121795.26,118141.3,0.4924,0.2186,0.0261,0.6011,0.3463
2026-02-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,308967.52,757644.16,186764.21,442376.67,231044.14,55146.21,4379.16,909451.32,0.413103,375696.71,120035.02,111009.12,0.4805,0.2387,0.019,0.5778,0.3243
2026-03-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,375696.71,909451.32,169066.91,433506.12,344610.14,61752.55,7728.63,928866.12,0.405645,376789.65,167973.97,176636.17,0.5126,0.1792,0.0224,0.61,0.4695
2026-04-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,376789.65,928866.12,122744.78,294134.24,351846.62,62767.8,9086.87,799299.07,0.40845,326473.66,173060.77,178785.85,0.5081,0.1784,0.0258,0.5827,0.5084
2026-05-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,326473.66,799299.07,143081.82,328980.44,289521.1,37105.5,6018.88,795634.03,0.416169,331118.59,138436.89,151084.21,0.5218,0.1282,0.0208,0.5651,0.4595
2026-06-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,331118.59,795634.03,187758.67,439885.28,304925.92,53049.8,4192.22,873351.37,0.419967,366778.7,152098.56,152827.36,0.5012,0.174,0.0137,0.5732,0.438
2026-07-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,366778.7,873351.37,124212.0,306996.37,304129.22,59723.69,5825.65,810669.18,0.415971,337215.06,153775.64,150353.58,0.4944,0.1964,0.0192,0.5954,0.4271
2026-08-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,337215.06,810669.18,142973.4,317764.45,315875.01,50977.53,4679.24,756901.85,0.425535,322088.53,158099.93,157775.08,0.4995,0.1614,0.0148,0.5501,0.4786
2026-09-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,322088.53,756901.85,162267.96,378865.34,287280.94,39178.34,8019.98,801287.93,0.426458,341715.29,142641.2,144639.74,0.5035,0.1364,0.0279,0.5717,0.4358
2026-10-01,STORE_127,SouthEast,Regional Mall Tier 2,Normal,341715.29,801287.93,240748.75,618742.95,286586.64,48192.05,4017.91,1081234.28,0.410177,443497.46,138966.58,147620.06,0.5151,0.1682,0.014,0.6109,0.376
2024-11-01,STORE_128,West,Regional Mall Tier 2,Normal,432760.16,1070407.88,171947.01,419944.04,342304.61,55168.47,9126.84,1083752.0,0.405748,439730.11,164977.06,177327.55,0.518,0.1612,0.0267,0.5905,0.4065
2024-12-01,STORE_128,West,Regional Mall Tier 2,Normal,439730.11,1083752.0,95103.31,221920.7,369867.83,51937.09,9615.96,874251.82,0.409623,358113.55,176719.87,193147.96,0.5222,0.1404,0.026,0.5715,0.4842
2025-01-01,STORE_128,West,Regional Mall Tier 2,Normal,358113.55,874251.82,50770.44,114200.87,190334.79,41798.86,2717.32,753601.72,0.413661,311735.38,97148.61,93186.18,0.4896,0.2196,0.0143,0.5554,0.2782
2025-02-01,STORE_128,West,Regional Mall Tier 2,Normal,311735.38,753601.72,184595.27,433679.5,194493.93,35552.26,4699.2,952535.83,0.41804,398197.76,98132.89,96361.04,0.4954,0.1828,0.0242,0.5744,0.2715
2025-03-01,STORE_128,West,Regional Mall Tier 2,Normal,398197.76,952535.83,106785.65,267560.19,289295.34,49583.63,6844.0,874373.05,0.413888,361892.73,143090.68,146204.66,0.5054,0.1714,0.0237,0.6009,0.3847
2025-04-01,STORE_128,West,Regional Mall Tier 2,Normal,361892.73,874373.05,91755.82,231882.76,289425.16,46341.35,5326.4,765162.9,0.410076,313774.66,139873.89,149551.27,0.5167,0.1601,0.0184,0.6043,0.4427
2025-05-01,STORE_128,West,Regional Mall Tier 2,Normal,313774.66,765162.9,119966.45,270225.94,266095.74,37396.8,4783.72,727112.58,0.418916,304599.21,129141.9,136953.84,0.5147,0.1405,0.018,0.5561,0.4429
2025-06-01,STORE_128,West,Regional Mall Tier 2,Normal,304599.21,727112.58,137196.19,354587.9,241700.5,34027.66,5969.34,800002.98,0.408427,326742.61,115052.79,126647.71,0.524,0.1408,0.0247,0.6131,0.4012
2025-07-01,STORE_128,West,Regional Mall Tier 2,Normal,326742.61,800002.98,126455.36,302001.52,267659.3,53715.47,5740.2,774889.53,0.411249,318672.35,134525.62,133133.68,0.4974,0.2007,0.0214,0.5813,0.4126
2025-08-01,STORE_128,West,Regional Mall Tier 2,Normal,318672.35,774889.53,132308.96,306377.08,259621.71,40694.85,3406.9,777543.15,0.417086,324302.47,126678.84,132942.87,0.5121,0.1567,0.0131,0.5681,0.4135
2025-09-01,STORE_128,West,Regional Mall Tier 2,Normal,324302.47,777543.15,93572.96,242198.08,244183.94,33938.54,6509.48,735109.27,0.409786,301237.31,116638.12,127545.82,0.5223,0.139,0.0267,0.6137,0.4078
2025-10-01,STORE_128,West,Regional Mall Tier 2,Normal,301237.31,735109.27,268375.4,618084.06,254515.08,31298.25,3588.48,1063791.52,0.42094,447792.02,121820.69,132694.39,0.5214,0.123,0.0141,0.5658,0.3543
2025-11-01,STORE_128,West,Regional Mall Tier 2,Normal,447792.02,1063791.52,185752.78,477295.14,350173.82,43524.94,4406.21,1142981.69,0.411103,469882.79,163662.01,186511.81,0.5326,0.1243,0.0126,0.6108,0.4065
2025-12-01,STORE_128,West,Regional Mall Tier 2,Normal,469882.79,1142981.69,83862.45,203620.01,339366.69,51511.8,6049.46,949673.75,0.411217,390521.8,163223.44,176143.25,0.519,0.1518,0.0178,0.5881,0.4094
2026-01-01,STORE_128,West,Regional Mall Tier 2,Normal,390521.8,949673.75,47245.06,122567.2,204278.67,37569.49,5497.92,824894.87,0.408273,336782.17,100984.69,103293.98,0.5057,0.1839,0.0269,0.6145,0.284
2026-02-01,STORE_128,West,Regional Mall Tier 2,Normal,336782.17,824894.87,113759.28,284155.9,191771.89,37654.28,4322.74,875301.86,0.406241,355583.15,94958.3,96813.59,0.5048,0.1963,0.0225,0.5997,0.2797
2026-03-01,STORE_128,West,Regional Mall Tier 2,Normal,355583.15,875301.86,125378.07,298620.68,291208.78,35021.95,5575.28,842116.53,0.409704,345018.84,135942.38,155266.4,0.5332,0.1203,0.0191,0.5801,0.4432
2026-04-01,STORE_128,West,Regional Mall Tier 2,Normal,345018.84,842116.53,128989.72,315356.47,280004.38,44612.95,4742.67,828113.0,0.40952,339128.99,134879.57,145124.81,0.5183,0.1593,0.0169,0.591,0.4242
2026-05-01,STORE_128,West,Regional Mall Tier 2,Normal,339128.99,828113.0,99883.11,240320.69,268560.27,37365.84,6443.71,756063.87,0.410893,310661.48,128350.62,140209.65,0.5221,0.1391,0.024,0.5844,0.4316
2026-06-01,STORE_128,West,Regional Mall Tier 2,Normal,310661.48,756063.87,121368.84,291433.22,237724.83,42154.06,4053.99,763564.21,0.412441,314924.87,117105.45,120619.38,0.5074,0.1773,0.0171,0.5835,0.3856
2026-07-01,STORE_128,West,Regional Mall Tier 2,Normal,314924.87,763564.21,132507.42,337198.42,263356.28,54306.99,4039.79,779059.57,0.406475,316668.1,130764.19,132592.09,0.5035,0.2062,0.0153,0.607,0.4199
2026-08-01,STORE_128,West,Regional Mall Tier 2,Normal,316668.1,779059.57,119240.41,296372.91,259372.84,40379.72,4922.88,770757.04,0.405333,312413.43,123495.08,135877.76,0.5239,0.1557,0.019,0.5977,0.432
2026-09-01,STORE_128,West,Regional Mall Tier 2,Normal,312413.43,770757.04,109215.99,264984.46,248065.48,36138.6,3039.96,748497.46,0.40708,304698.18,116931.24,131134.24,0.5286,0.1457,0.0123,0.5878,0.425
2026-10-01,STORE_128,West,Regional Mall Tier 2,Normal,304698.18,748497.46,258942.92,613829.67,232891.91,31784.83,5272.31,1092378.08,0.413734,451953.99,111687.11,121204.8,0.5204,0.1365,0.0226,0.5782,0.3204
2024-11-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,442878.04,1024185.81,270732.69,592787.13,336156.88,144962.14,5644.05,1130209.87,0.441325,498789.97,214820.76,121336.12,0.361,0.4312,0.0168,0.5433,0.2577
2024-12-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,498789.97,1130209.87,98583.8,217623.93,362706.55,131042.41,5066.12,849018.72,0.44321,376293.81,221079.96,141626.59,0.3905,0.3613,0.014,0.547,0.3237
2025-01-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,376293.81,849018.72,53663.29,115520.25,192533.75,78434.57,3239.07,690331.58,0.445764,307725.22,122231.88,70301.87,0.3651,0.4074,0.0168,0.5355,0.2056
2025-02-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,307725.22,690331.58,181743.87,420686.76,203778.36,91244.73,5071.92,810923.33,0.440559,357259.54,132209.55,71568.81,0.3512,0.4478,0.0249,0.568,0.2152
2025-03-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,357259.54,810923.33,212335.01,462460.01,275798.34,100057.23,4539.46,892988.31,0.447308,399440.81,170153.74,105644.6,0.3831,0.3628,0.0165,0.5409,0.2792
2025-04-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,399440.81,892988.31,96507.91,217073.36,286192.42,106988.03,4777.7,712103.52,0.446776,318150.64,177798.08,108394.34,0.3787,0.3738,0.0167,0.5554,0.3021
2025-05-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,318150.64,712103.52,162729.4,352897.28,224132.38,99403.93,4785.57,736678.92,0.45153,332632.79,148247.25,75885.13,0.3386,0.4435,0.0214,0.5389,0.2332
2025-06-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,332632.79,736678.92,175308.16,384120.91,240110.98,96912.67,3456.58,780319.6,0.453195,353636.99,154303.96,85807.02,0.3574,0.4036,0.0144,0.5436,0.2501
2025-07-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,353636.99,780319.6,177369.7,384750.69,260304.3,97116.02,6018.4,801631.57,0.455772,365361.41,165645.28,94659.02,0.3636,0.3731,0.0231,0.539,0.2633
2025-08-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,365361.41,801631.57,117240.05,260681.14,248889.0,97625.67,5742.34,710055.7,0.454293,322573.49,160027.97,88861.03,0.357,0.3922,0.0231,0.5503,0.2583
2025-09-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,322573.49,710055.7,165511.45,374805.15,240214.38,100856.28,3991.37,739798.82,0.449906,332839.61,155245.33,84969.05,0.3537,0.4199,0.0166,0.5584,0.2593
2025-10-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,332839.61,739798.82,253311.94,561199.83,236872.71,88733.19,5429.08,969963.67,0.45054,437007.15,149144.4,87728.31,0.3704,0.3746,0.0229,0.5486,0.2279
2025-11-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,437007.15,969963.67,279068.58,644226.46,340973.3,136006.59,8537.44,1128672.8,0.443613,500693.93,215381.8,125591.5,0.3683,0.3989,0.025,0.5668,0.2679
2025-12-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,500693.93,1128672.8,96069.94,208234.07,347056.78,136425.05,9050.0,844375.04,0.446377,376909.21,219854.66,127202.12,0.3665,0.3931,0.0261,0.5386,0.2899
2026-01-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,376909.21,844375.04,50997.38,110872.64,184787.74,72880.85,4457.72,693121.37,0.447954,310486.18,117420.41,67367.33,0.3646,0.3944,0.0241,0.54,0.196
2026-02-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,310486.18,693121.37,181363.53,416290.02,190571.32,76925.19,4495.53,837419.35,0.443343,371263.96,120585.75,69985.57,0.3672,0.4037,0.0236,0.5643,0.2053
2026-03-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,371263.96,837419.35,192979.95,439914.07,265897.89,127114.74,5451.99,878868.8,0.441736,388227.82,176016.09,89881.8,0.338,0.4781,0.0205,0.5613,0.2367
2026-04-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,388227.82,878868.8,128992.93,279878.81,289185.59,112012.38,6902.61,750647.03,0.446362,335060.21,182160.54,107025.05,0.3701,0.3873,0.0239,0.5391,0.2959
2026-05-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,335060.21,750647.03,132227.64,285196.4,225393.61,87713.79,4006.25,718729.78,0.451118,324232.1,143055.75,82337.86,0.3653,0.3892,0.0178,0.5364,0.2498
2026-06-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,324232.1,718729.78,161265.31,344029.9,224334.69,87104.44,2725.18,748595.37,0.456827,341978.64,143518.77,80815.92,0.3602,0.3883,0.0121,0.5312,0.2426
2026-07-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,341978.64,748595.37,175736.57,387493.78,249096.23,91790.98,4252.74,790949.2,0.455699,360435.12,157280.09,91816.14,0.3686,0.3685,0.0171,0.5465,0.2614
2026-08-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,360435.12,790949.2,134439.62,293811.88,235858.05,107887.55,6279.5,734735.98,0.456206,335191.12,159683.62,76174.43,0.323,0.4574,0.0266,0.5424,0.219
2026-09-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,335191.12,734735.98,158050.69,339254.82,232530.11,92997.31,5145.82,743317.56,0.459261,341376.57,151865.24,80664.87,0.3469,0.3999,0.0221,0.5341,0.2385
2026-10-01,STORE_129,NorthEast,Regional Mall Tier 2,Discount-Addicted,341376.57,743317.56,273754.76,590925.51,218084.87,96928.34,3857.0,1015372.86,0.461034,468121.34,147009.99,71074.88,0.3259,0.4445,0.0177,0.5367,0.1756
2024-11-01,STORE_130,Central,Regional Mall Tier 2,Normal,528236.47,1275540.62,211799.8,505212.8,445226.23,71136.32,10805.54,1253585.33,0.415575,520958.49,219077.78,226148.45,0.5079,0.1598,0.0243,0.5808,0.4311
2024-12-01,STORE_130,Central,Regional Mall Tier 2,Normal,520958.49,1253585.33,128854.62,295745.42,492909.04,79906.92,9091.92,967422.87,0.419415,405752.01,244061.1,248847.94,0.5049,0.1621,0.0184,0.5643,0.5371
2025-01-01,STORE_130,Central,Regional Mall Tier 2,Normal,405752.01,967422.87,63906.3,152383.21,253972.01,50153.32,5106.04,810574.71,0.41941,339963.46,129694.85,124277.16,0.4893,0.1975,0.0201,0.5806,0.3333
2025-02-01,STORE_130,Central,Regional Mall Tier 2,Normal,339963.46,810574.71,246384.91,587248.6,246547.62,57383.17,5441.86,1088450.66,0.419472,456575.07,129773.3,116774.32,0.4736,0.2327,0.0221,0.5804,0.2932
2025-03-01,STORE_130,Central,Regional Mall Tier 2,Normal,456575.07,1088450.66,149671.12,362167.99,364609.87,44311.73,4418.82,1037278.23,0.417923,433501.92,172744.27,191865.6,0.5262,0.1215,0.0121,0.5867,0.4311
2025-04-01,STORE_130,Central,Regional Mall Tier 2,Normal,433501.92,1037278.23,170964.83,394703.04,393810.5,68422.15,5923.51,963825.11,0.422119,406849.06,197617.69,196192.81,0.4982,0.1737,0.015,0.5669,0.4669
2025-05-01,STORE_130,Central,Regional Mall Tier 2,Normal,406849.06,963825.11,129322.36,330025.59,320743.59,46147.64,5110.26,921849.21,0.4144,382014.09,154157.33,166586.26,0.5194,0.1439,0.0159,0.6081,0.4223
2025-06-01,STORE_130,Central,Regional Mall Tier 2,Normal,382014.09,921849.21,148734.68,378630.67,327238.7,43696.64,6134.75,923409.79,0.408118,376859.82,153888.95,173349.75,0.5297,0.1335,0.0187,0.6072,0.4569
2025-07-01,STORE_130,Central,Regional Mall Tier 2,Normal,376859.82,923409.79,167500.42,381796.45,327021.27,69648.35,7077.48,901459.14,0.417068,375970.09,168390.15,158631.12,0.4851,0.213,0.0216,0.5613,0.4214
2025-08-01,STORE_130,Central,Regional Mall Tier 2,Normal,375970.09,901459.14,173108.24,401957.75,331588.82,58132.59,6700.51,906994.97,0.421261,382081.35,166996.98,164591.84,0.4964,0.1753,0.0202,0.5693,0.4342
2025-09-01,STORE_130,Central,Regional Mall Tier 2,Normal,382081.35,906994.97,187499.35,431660.71,330203.9,46432.86,6354.45,955664.47,0.425487,406622.89,162957.81,167246.09,0.5065,0.1406,0.0192,0.5656,0.4241
2025-10-01,STORE_130,Central,Regional Mall Tier 2,Normal,406622.89,955664.47,286426.05,680620.24,322428.95,45462.47,7569.66,1260823.63,0.42355,534022.27,159026.67,163402.28,0.5068,0.141,0.0235,0.5792,0.3474
2025-11-01,STORE_130,Central,Regional Mall Tier 2,Normal,534022.27,1260823.63,276834.7,644300.46,430416.46,62331.27,10563.64,1401812.72,0.425619,596638.1,214218.87,216197.59,0.5023,0.1448,0.0245,0.5703,0.3824
2025-12-01,STORE_130,Central,Regional Mall Tier 2,Normal,596638.1,1401812.72,113752.19,283146.41,471910.68,66360.1,8414.03,1138274.32,0.421607,479904.24,230486.05,241424.63,0.5116,0.1406,0.0178,0.5983,0.4485
2026-01-01,STORE_130,Central,Regional Mall Tier 2,Normal,479904.24,1138274.32,64416.58,158274.89,263791.49,61123.0,5542.81,966091.91,0.419823,405587.34,138733.48,125058.01,0.4741,0.2317,0.021,0.593,0.2825
2026-02-01,STORE_130,Central,Regional Mall Tier 2,Normal,405587.34,966091.91,194089.38,443149.43,250465.7,47559.02,4160.06,1107056.56,0.425532,471087.55,128589.17,121876.53,0.4866,0.1899,0.0166,0.562,0.278
2026-03-01,STORE_130,Central,Regional Mall Tier 2,Normal,471087.55,1107056.56,176535.98,445425.73,379364.65,66829.96,5260.75,1101026.93,0.417154,459297.31,188326.22,191038.43,0.5036,0.1762,0.0139,0.6037,0.4107
2026-04-01,STORE_130,Central,Regional Mall Tier 2,Normal,459297.31,1101026.93,101375.8,246463.58,371680.24,58486.78,6284.87,911038.62,0.416087,379071.21,181601.9,190078.34,0.5114,0.1574,0.0169,0.5887,0.4534
2026-05-01,STORE_130,Central,Regional Mall Tier 2,Normal,379071.21,911038.62,156851.12,358322.72,295364.54,39233.0,7876.52,926887.28,0.422198,391330.33,144592.0,150772.54,0.5105,0.1328,0.0267,0.5623,0.3914
2026-06-01,STORE_130,Central,Regional Mall Tier 2,Normal,391330.33,926887.28,139770.56,321990.68,301413.0,51984.8,6028.43,889451.73,0.425262,378250.41,152850.48,148562.52,0.4929,0.1725,0.02,0.5659,0.3861
2026-07-01,STORE_130,Central,Regional Mall Tier 2,Normal,378250.41,889451.73,189216.68,483245.56,332374.61,71054.2,5684.77,963583.71,0.413396,398341.32,169125.77,163248.84,0.4912,0.2138,0.0171,0.6084,0.4204
2026-08-01,STORE_130,Central,Regional Mall Tier 2,Normal,398341.32,963583.71,125083.19,300085.9,318496.02,55309.18,5232.52,884631.89,0.41421,366423.32,157001.19,161494.83,0.5071,0.1737,0.0164,0.5832,0.4223
2026-09-01,STORE_130,Central,Regional Mall Tier 2,Normal,366423.32,884631.89,171661.7,400259.38,326505.1,39253.6,5614.59,913517.98,0.418779,382561.82,155523.2,170981.9,0.5237,0.1202,0.0172,0.5711,0.4566
2026-10-01,STORE_130,Central,Regional Mall Tier 2,Normal,382561.82,913517.98,337119.82,794430.74,323333.12,41237.65,6027.49,1337350.46,0.421372,563521.94,156159.7,167173.42,0.517,0.1275,0.0186,0.5756,0.3534
2024-11-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,564396.24,1393687.96,225742.39,505462.76,444414.74,70013.53,11286.07,1373436.38,0.416048,571416.02,218722.61,225692.13,0.5078,0.1575,0.0254,0.5534,0.3974
2024-12-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,571416.02,1373436.38,128558.05,285827.18,476378.64,71577.14,9743.39,1101564.39,0.421858,464704.06,235270.01,241108.63,0.5061,0.1503,0.0205,0.5502,0.4654
2025-01-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,464704.06,1101564.39,66944.49,163308.83,272181.39,63137.98,3364.83,926189.02,0.420318,389293.6,142354.95,129826.44,0.477,0.232,0.0124,0.5901,0.304
2025-02-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,389293.6,926189.02,265176.27,632899.52,259544.98,48624.33,5917.32,1245001.91,0.419777,522623.45,131846.42,127698.56,0.492,0.1873,0.0228,0.581,0.2801
2025-03-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,522623.45,1245001.91,133788.34,320176.87,384901.01,58725.29,6203.4,1115349.08,0.419385,467760.17,188651.62,196249.39,0.5099,0.1526,0.0161,0.5821,0.3963
2025-04-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,467760.17,1115349.08,102606.26,245225.0,382720.3,47122.56,10286.81,920444.41,0.41921,385859.62,184506.81,198213.49,0.5179,0.1231,0.0269,0.5816,0.4644
2025-05-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,385859.62,920444.41,208913.32,467002.59,342308.22,59787.26,6324.45,979027.07,0.428682,419690.85,175082.09,167226.13,0.4885,0.1747,0.0185,0.5527,0.4152
2025-06-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,419690.85,979027.07,160415.64,385277.37,334366.08,42177.68,7012.92,980747.76,0.425203,417017.0,163089.49,171276.59,0.5122,0.1261,0.021,0.5836,0.4094
2025-07-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,417017.0,980747.76,189106.72,490016.2,343297.91,61885.26,5179.54,1060401.25,0.412115,437007.14,169116.58,174181.33,0.5074,0.1803,0.0151,0.6141,0.4079
2025-08-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,437007.14,1060401.25,116211.45,277111.47,342041.28,55666.83,7535.43,932269.18,0.413617,385602.79,167615.8,174425.48,0.51,0.1627,0.022,0.5806,0.4241
2025-09-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,385602.79,932269.18,169928.31,420317.54,329094.64,45282.24,5560.08,972649.76,0.410718,399484.32,156046.78,173047.86,0.5258,0.1376,0.0169,0.5957,0.4408
2025-10-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,399484.32,972649.76,321969.91,745418.93,324571.18,40953.2,8162.94,1344381.37,0.419922,564534.84,156919.39,167651.79,0.5165,0.1262,0.0251,0.5681,0.3478
2025-11-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,564534.84,1344381.37,299159.88,685486.19,479250.28,82694.16,10367.82,1457555.3,0.425493,620179.78,243514.94,235735.34,0.4919,0.1725,0.0216,0.5636,0.398
2025-12-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,620179.78,1457555.3,124765.84,292158.59,486930.99,62956.22,12743.28,1187083.4,0.425753,505404.1,239541.52,247389.47,0.5081,0.1293,0.0262,0.573,0.4396
2026-01-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,505404.1,1187083.4,62981.85,161566.36,269277.26,56393.1,7351.66,1015627.74,0.421448,428034.43,140351.52,128925.74,0.4788,0.2094,0.0273,0.6102,0.2762
2026-02-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,428034.43,1015627.74,187466.48,489508.85,262307.3,56301.73,6168.14,1180359.42,0.408934,482688.62,132812.29,129495.01,0.4937,0.2146,0.0235,0.617,0.2844
2026-03-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,482688.62,1180359.42,172260.25,418959.33,359386.11,51285.32,5461.08,1183186.24,0.409517,484535.36,170413.51,188972.6,0.5258,0.1427,0.0152,0.5888,0.3908
2026-04-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,484535.36,1183186.24,110303.06,278099.33,362078.67,50664.25,6942.4,1041600.25,0.407065,423999.16,170839.26,191239.41,0.5282,0.1399,0.0192,0.6034,0.421
2026-05-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,423999.16,1041600.25,120991.96,297230.19,322057.09,43311.72,5216.25,968245.38,0.407065,394138.88,150852.24,171204.85,0.5316,0.1345,0.0162,0.5929,0.4185
2026-06-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,394138.88,968245.38,201189.04,460255.59,328595.05,39673.06,7267.1,1052965.76,0.41675,438823.58,156504.34,172090.71,0.5237,0.1207,0.0221,0.5629,0.4132
2026-07-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,438823.58,1052965.76,171455.07,406026.21,347843.87,67848.61,6105.13,1037194.36,0.418288,433845.82,176432.83,171411.04,0.4928,0.1951,0.0176,0.5777,0.3928
2026-08-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,433845.82,1037194.36,129837.19,333315.64,340059.58,49109.08,5866.13,975475.21,0.411294,401207.44,162475.57,177584.01,0.5222,0.1444,0.0173,0.6105,0.4253
2026-09-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,401207.44,975475.21,174530.59,409760.13,315190.43,40591.29,6819.59,1022634.03,0.415625,425031.97,150706.06,164484.37,0.5219,0.1288,0.0216,0.5741,0.3982
2026-10-01,STORE_131,SouthEast,Regional Mall Tier 2,Normal,425031.97,1022634.03,311234.39,775477.33,321545.47,43346.06,4685.95,1428533.88,0.409466,584936.76,151329.6,170215.87,0.5294,0.1348,0.0146,0.5987,0.3371
2024-11-01,STORE_132,West,Regional Mall Tier 2,Normal,640549.07,1478723.14,277720.89,623894.42,482993.71,59186.23,12509.5,1547928.12,0.436727,676022.07,242247.89,240745.82,0.4984,0.1225,0.0259,0.5549,0.3657
2024-12-01,STORE_132,West,Regional Mall Tier 2,Normal,676022.07,1547928.12,135984.13,336630.17,561050.28,89751.62,8561.91,1225194.48,0.430873,527903.82,284102.38,276947.9,0.4936,0.16,0.0153,0.596,0.4601
2025-01-01,STORE_132,West,Regional Mall Tier 2,Normal,527903.82,1225194.48,66991.67,170607.93,284346.55,67020.03,6122.04,1038313.79,0.426203,442532.69,152362.8,131983.75,0.4642,0.2357,0.0215,0.6073,0.272
2025-02-01,STORE_132,West,Regional Mall Tier 2,Normal,442532.69,1038313.79,260196.09,619440.12,279343.25,52664.91,7375.49,1318370.26,0.423904,558862.64,143866.14,135477.11,0.485,0.1885,0.0264,0.5799,0.2706
2025-03-01,STORE_132,West,Regional Mall Tier 2,Normal,558862.64,1318370.26,159128.21,389841.94,433922.44,60289.97,6216.11,1207783.68,0.420317,507652.17,210338.68,223583.76,0.5153,0.1389,0.0143,0.5918,0.4193
2025-04-01,STORE_132,West,Regional Mall Tier 2,Normal,507652.17,1207783.68,145013.34,333623.36,410028.03,55492.24,9654.22,1066232.55,0.423422,451466.22,201199.29,208828.74,0.5093,0.1353,0.0235,0.5653,0.4355
2025-05-01,STORE_132,West,Regional Mall Tier 2,Normal,451466.22,1066232.55,170235.3,389869.63,366991.21,48199.43,5801.32,1035110.22,0.426963,441953.6,179747.92,187243.29,0.5102,0.1313,0.0158,0.5634,0.4192
2025-06-01,STORE_132,West,Regional Mall Tier 2,Normal,441953.6,1035110.22,219295.2,522581.15,360493.08,55412.35,6562.0,1135223.94,0.424506,481908.99,179339.81,181153.27,0.5025,0.1537,0.0182,0.5804,0.3922
